,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class,sales_channel,response
1379,washington,8426.057283,high school or below,female,0,74,0.0,personal auto,460.084192,four-door car,call center,no
1380,oregon,6636.859781,bachelor,female,47274,83,1.0,corporate auto,182.432565,four-door car,agent,no
1381,california,3436.448003,college,female,30509,88,0.0,personal auto,442.964578,four-door car,branch,no
1382,arizona,15956.51879,high school or below,female,61148,132,0.0,personal auto,98.206649,,branch,no
1383,nevada,6085.304178,college,male,44712,82,2.0,corporate auto,537.78416,four-door car,agent,no
1384,california,3118.981095,college,male,23008,79,1.0,personal auto,80.663097,four-door car,call center,no
1385,oregon,8238.45802,college,female,68261,102,0.0,personal auto,84.097896,sports car,agent,no
1386,california,3351.213465,bachelor,female,90213,83,0.0,personal auto,398.4,two-door car,call center,no
1387,california,2683.492593,bachelor,male,84895,67,0.0,corporate auto,321.6,two-door car,call center,no
1388,oregon,7485.356469,master,female,26380,96,,personal auto,177.36984,four-door car,web,no
1389,california,7285.103913,master,male,57134,91,1.0,personal auto,436.8,two-door car,branch,no
1390,california,5619.689084,high school or below,male,0,153,,personal auto,1027.000029,suv,web,yes
1391,arizona,3934.712712,high school or below,male,84229,98,0.0,personal auto,470.4,,branch,no
1392,arizona,14042.103,bachelor,male,88854,118,0.0,personal auto,715.252366,two-door car,branch,no
1393,california,4563.018085,college,female,39187,118,1.0,corporate auto,566.4,suv,agent,no
1394,washington,3939.00637,bachelor,female,60021,99,0.0,corporate auto,882.871945,four-door car,agent,yes
1395,nevada,9120.065162,college,female,63878,113,0.0,personal auto,370.285349,suv,call center,no
1396,california,8105.81483,high school or below,male,17920,72,0.0,personal auto,424.375364,four-door car,branch,no
1397,california,7292.948758,high school or below,female,0,65,0.0,personal auto,312.0,four-door car,branch,no
1398,arizona,2539.990699,college,female,54889,63,0.0,personal auto,302.4,four-door car,call center,no
1399,california,12741.84754,bachelor,female,73054,106,1.0,personal auto,419.365958,,branch,yes
1400,oregon,15320.21872,bachelor,male,36637,192,0.0,corporate auto,921.6,luxury car,branch,no
1401,oregon,4439.900652,bachelor,female,88613,111,0.0,personal auto,359.36848,suv,branch,no
1402,oregon,4014.453113,doctor,female,37384,99,0.0,personal auto,475.2,four-door car,agent,yes
1403,oregon,8929.611119,bachelor,male,44329,112,0.0,personal auto,537.6,suv,agent,no
1404,arizona,4883.117399,bachelor,male,53305,63,0.0,corporate auto,302.4,two-door car,call center,no
1405,oregon,9259.715798,master,male,0,127,0.0,special auto,22.483259,suv,call center,no
1406,arizona,3225.395988,master,male,29606,81,0.0,personal auto,438.276898,four-door car,agent,no
1407,california,6625.28717,bachelor,male,41460,83,0.0,personal auto,398.4,four-door car,branch,no
1408,nevada,4334.064096,bachelor,female,23904,123,3.0,personal auto,590.4,suv,agent,yes
1409,oregon,32871.74779,college,female,78487,117,0.0,personal auto,448.255019,suv,agent,no
1410,nevada,2113.85703,college,female,0,65,2.0,personal auto,468.0,four-door car,call center,no
1411,nevada,12383.5306,high school or below,female,40602,105,0.0,personal auto,459.895876,sports car,branch,no
1412,nevada,24610.78085,bachelor,male,72786,76,0.0,personal auto,363.845631,four-door car,agent,no
1413,california,6473.32562,high school or below,female,0,88,0.0,personal auto,468.492761,four-door car,agent,no
1414,oregon,4983.178714,bachelor,male,21497,128,0.0,personal auto,614.4,sports car,call center,no
1415,arizona,2890.338106,college,male,51906,73,0.0,corporate auto,374.864662,four-door car,branch,no
1416,oregon,2471.528431,high school or below,male,95697,61,0.0,personal auto,114.273025,two-door car,agent,yes
1417,oregon,9732.584122,bachelor,male,38279,82,0.0,personal auto,64.396979,two-door car,web,no
1418,arizona,2597.864075,college,female,49308,65,0.0,corporate auto,150.235884,four-door car,agent,no
1419,oregon,8217.427595,college,female,84815,68,0.0,personal auto,279.996658,four-door car,agent,no
1420,arizona,2882.350556,master,male,87798,71,0.0,personal auto,204.448708,two-door car,call center,no
1421,arizona,3241.588659,bachelor,female,89196,81,0.0,personal auto,41.182611,,agent,no
1422,oregon,8427.172486,bachelor,female,46503,215,1.0,personal auto,1032.0,luxury suv,agent,yes
1423,oregon,5131.360525,bachelor,male,50994,128,0.0,corporate auto,346.387342,suv,web,no
1424,california,10611.56172,college,female,0,96,0.0,personal auto,949.953253,four-door car,branch,no
1425,california,3808.122147,college,female,94903,94,0.0,corporate auto,451.2,two-door car,agent,yes
1426,,5453.861203,college,male,30855,68,0.0,corporate auto,259.060862,four-door car,web,
1427,california,5759.011129,bachelor,female,30968,74,1.0,corporate auto,45.425684,two-door car,branch,no
1428,,5318.89664,bachelor,female,25134,67,0.0,personal auto,321.6,four-door car,call center,
1429,california,26305.41541,bachelor,male,35300,74,0.0,personal auto,225.518065,four-door car,agent,no
1430,oregon,8649.700578,bachelor,female,94389,107,0.0,corporate auto,85.063708,suv,call center,no
1431,california,10819.999,high school or below,female,37433,90,0.0,personal auto,410.391616,four-door car,agent,no
1432,california,4900.545112,college,male,22976,66,0.0,personal auto,345.951322,four-door car,branch,no
1433,,2464.707849,college,female,31056,63,0.0,personal auto,302.4,four-door car,agent,
1434,california,7583.962264,high school or below,female,0,102,0.0,personal auto,848.161322,sports car,call center,no
1435,california,6314.596813,high school or below,male,0,87,0.0,personal auto,417.6,four-door car,web,no
1436,arizona,3574.990725,college,female,51950,89,0.0,personal auto,429.171384,two-door car,web,no
1437,california,9336.123495,high school or below,male,45262,117,0.0,corporate auto,842.4,four-door car,branch,no
1438,california,5002.093264,college,male,0,70,0.0,personal auto,504.0,four-door car,call center,no
1439,california,5560.278162,bachelor,female,0,74,0.0,corporate auto,65.953005,four-door car,branch,no
1440,arizona,5332.462694,doctor,female,68931,66,,personal auto,309.577946,four-door car,branch,yes
1441,california,22103.5072,college,male,0,102,0.0,personal auto,489.6,suv,branch,yes
1442,california,3748.14406,bachelor,male,0,106,0.0,personal auto,508.8,suv,branch,no
1443,arizona,2255.312942,college,male,58289,62,4.0,personal auto,297.6,two-door car,agent,no
1444,oregon,5389.499465,college,male,66429,136,0.0,personal auto,57.712985,sports car,agent,yes
1445,oregon,30286.68586,high school or below,female,27587,103,1.0,corporate auto,241.141192,sports car,call center,no
1446,nevada,3386.532195,bachelor,female,0,92,0.0,personal auto,571.593637,two-door car,branch,no
1447,california,7240.662339,bachelor,male,32818,93,0.0,personal auto,446.4,,call center,no
1448,california,8072.245595,bachelor,female,57938,101,0.0,special auto,282.458203,suv,branch,no
1449,arizona,6323.923864,high school or below,female,78532,78,0.0,personal auto,374.4,four-door car,call center,no
1450,california,6300.440231,college,female,29539,85,0.0,personal auto,408.0,four-door car,agent,no
1451,california,4012.319346,high school or below,female,47221,99,0.0,personal auto,475.2,two-door car,agent,no
1452,arizona,4991.035369,college,female,54189,62,0.0,personal auto,29.035528,two-door car,agent,no
1454,oregon,6521.368813,college,female,72608,82,3.0,personal auto,393.6,four-door car,agent,yes
1455,,7689.700105,master,female,42677,96,0.0,personal auto,1084.95655,four-door car,branch,
1456,california,11073.10572,master,male,82807,92,0.0,personal auto,302.458432,four-door car,agent,no
1457,california,4531.366283,bachelor,female,0,119,0.0,personal auto,571.2,four-door car,branch,no
1458,oregon,2898.732747,high school or below,female,0,96,4.0,personal auto,691.2,four-door car,agent,no
1459,california,2808.606027,doctor,female,83497,69,0.0,special auto,196.523187,four-door car,call center,no
1460,california,2393.915369,college,male,0,70,0.0,personal auto,425.266308,four-door car,branch,yes
1461,washington,5028.575209,high school or below,male,70828,62,0.0,personal auto,297.6,four-door car,branch,no
1462,arizona,3219.146148,bachelor,female,45892,81,0.0,corporate auto,388.8,four-door car,agent,no
1463,oregon,57520.50151,college,female,48367,161,0.0,personal auto,772.8,suv,branch,no
1464,california,3363.004143,college,female,80138,83,0.0,personal auto,209.427344,four-door car,branch,no
1465,oregon,16229.64891,college,male,26030,139,1.0,corporate auto,667.2,sports car,call center,no
1466,california,8647.139152,bachelor,male,0,119,0.0,personal auto,244.816163,suv,web,no
1467,oregon,9061.767848,college,male,37970,115,0.0,personal auto,124.967415,suv,agent,no
1468,oregon,2446.681538,high school or below,female,44509,61,0.0,personal auto,226.731454,four-door car,call center,no
1469,california,2893.806196,high school or below,female,61809,72,0.0,personal auto,328.004855,two-door car,agent,no
1470,arizona,2422.194555,doctor,female,25036,61,1.0,corporate auto,292.8,four-door car,agent,no
1471,arizona,13246.56841,bachelor,male,36898,169,1.0,personal auto,811.2,suv,branch,no
1472,arizona,6986.603722,bachelor,female,0,93,0.0,personal auto,149.269407,four-door car,call center,no
1473,washington,4060.956163,bachelor,male,0,115,1.0,personal auto,699.823461,four-door car,call center,no
1474,washington,3220.775528,bachelor,male,19098,87,0.0,personal auto,417.6,two-door car,branch,no
1475,california,6039.020697,high school or below,male,0,89,1.0,personal auto,640.8,four-door car,agent,no
1476,california,11318.13083,high school or below,female,79270,95,3.0,personal auto,456.0,four-door car,branch,no
1477,nevada,7854.771821,high school or below,male,36409,66,0.0,personal auto,316.8,four-door car,branch,no
1479,oregon,2316.796105,bachelor,male,0,64,0.0,personal auto,307.2,four-door car,branch,no
1480,california,15167.04402,master,male,40467,197,3.0,personal auto,518.78464,luxury suv,agent,no
1481,oregon,9238.305998,high school or below,female,0,128,0.0,personal auto,921.6,suv,agent,no
1482,nevada,3289.547398,doctor,male,0,86,0.0,corporate auto,398.240791,two-door car,agent,no
1483,nevada,4875.31604,bachelor,male,10743,70,2.0,personal auto,336.0,two-door car,branch,no
1484,california,22658.53652,bachelor,male,23665,67,0.0,personal auto,404.817249,four-door car,branch,yes
1485,arizona,10507.69496,bachelor,male,20043,92,0.0,personal auto,516.088544,four-door car,agent,no
1486,washington,2491.257604,high school or below,female,25965,65,0.0,personal auto,329.206567,four-door car,agent,yes
1487,oregon,2780.196856,high school or below,female,20261,72,0.0,personal auto,345.6,four-door car,web,no
1488,california,3520.696547,high school or below,male,31708,94,1.0,personal auto,451.2,two-door car,agent,no
1489,arizona,4014.453113,doctor,female,37384,99,0.0,personal auto,475.2,four-door car,agent,yes
1490,nevada,4362.931238,college,male,58842,110,0.0,personal auto,528.0,four-door car,branch,yes
1491,washington,2375.001798,college,female,47455,61,0.0,personal auto,278.804991,four-door car,agent,no
1492,california,4595.524548,college,male,95550,116,1.0,personal auto,381.570261,suv,agent,no
1493,california,8767.626534,doctor,male,45484,111,0.0,corporate auto,532.8,four-door car,agent,no
1494,california,3274.037562,college,female,83869,81,0.0,personal auto,348.186032,four-door car,agent,no
1495,oregon,8028.484649,high school or below,female,0,74,0.0,personal auto,532.8,two-door car,agent,no
1496,,7584.361069,college,female,87473,95,0.0,personal auto,448.061777,four-door car,web,
1497,oregon,7627.660848,college,male,93004,63,0.0,corporate auto,205.957043,four-door car,branch,no
1498,oregon,2215.912948,college,male,0,66,0.0,corporate auto,316.8,two-door car,agent,no
1499,oregon,4971.353586,bachelor,female,98784,124,1.0,personal auto,155.412984,sports car,web,no
1500,washington,8029.715047,high school or below,female,76081,68,0.0,personal auto,384.210821,four-door car,branch,no
1501,california,13780.48818,bachelor,male,25708,118,0.0,personal auto,566.4,four-door car,branch,no
1502,nevada,4636.54647,college,male,26802,66,1.0,corporate auto,316.8,two-door car,agent,yes
1503,california,4061.997378,college,female,30061,104,0.0,special auto,499.2,sports car,web,no
1504,nevada,5913.305869,bachelor,male,43676,76,0.0,personal auto,364.8,,agent,no
1505,arizona,9015.915395,bachelor,male,0,130,0.0,corporate auto,936.0,suv,agent,no
1506,california,7194.233091,bachelor,male,0,71,0.0,personal auto,599.375099,,branch,no
1507,oregon,5073.282126,doctor,male,57709,125,0.0,personal auto,600.0,suv,branch,yes
1508,oregon,2160.920387,high school or below,female,0,62,1.0,personal auto,439.001718,four-door car,agent,no
1509,oregon,10115.44622,college,female,63528,256,0.0,personal auto,1228.8,luxury car,agent,no
1510,arizona,8159.136579,college,female,40589,69,0.0,corporate auto,331.2,four-door car,branch,no
1511,washington,2351.878675,high school or below,female,12928,64,0.0,personal auto,307.2,,agent,no
1512,oregon,7296.535053,high school or below,female,18884,64,0.0,personal auto,307.2,four-door car,branch,no
1513,washington,4475.424592,college,female,84903,111,0.0,personal auto,497.126827,suv,agent,no
1514,arizona,22721.24078,bachelor,male,26900,97,1.0,personal auto,465.6,,call center,no
1515,arizona,7200.566588,master,male,28245,62,0.0,personal auto,297.6,two-door car,agent,no
1516,oregon,3359.290918,master,female,16891,88,0.0,personal auto,633.6,four-door car,call center,no
1517,arizona,5554.826011,master,female,52984,69,0.0,personal auto,167.667603,two-door car,web,no
1518,arizona,4078.290374,bachelor,male,57031,104,1.0,personal auto,13.810251,four-door car,agent,no
1519,california,7735.465528,college,male,0,101,0.0,personal auto,563.284331,sports car,call center,no
1520,oregon,2522.41457,college,male,0,73,0.0,corporate auto,350.4,two-door car,branch,no
1521,arizona,4961.574919,high school or below,female,20951,65,0.0,personal auto,312.0,,branch,no
1522,california,8257.014532,high school or below,female,20072,70,0.0,personal auto,487.814322,four-door car,agent,no
1523,washington,5528.212807,bachelor,male,36088,72,0.0,personal auto,345.6,four-door car,agent,yes
1524,california,4260.33573,college,male,26991,119,0.0,corporate auto,856.8,suv,branch,no
1525,oregon,10552.42728,high school or below,male,28505,88,,personal auto,422.4,four-door car,agent,no
1526,washington,3226.790317,bachelor,male,19948,89,0.0,personal auto,427.2,four-door car,branch,no
1527,oregon,8427.172486,bachelor,female,46503,215,1.0,corporate auto,1032.0,luxury suv,agent,yes
1528,california,8273.111579,college,female,0,116,0.0,personal auto,509.513764,four-door car,web,no
1529,california,8564.768226,high school or below,male,95697,107,0.0,corporate auto,178.006524,,agent,yes
